OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUN,REMARKS,created_user,created_date,last_edited_user,last_edited_date,ROAD_SEC_CLASS,SEC_ID,SEC_LENGTH,ROUTE_NO,MaxBRHT,MaxPierHT,COMMENTS
"51",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,"34192",B02257LZ,Tumog Br.,79,Concrete,Permanent,Year Known,"1992",Fair,"2","4","5",8.8,"0",18,0,0,0.45,0.45,"2",0.158645,River/Waterway (fresh water),Tumog,Luna, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00628LZ,"0","223",7.45,6.5,"corroded bearing on abutments and piers, epoxy on cracks @ girders"
"52",Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,Valenzuela City (First District),Gov T Santiago St,"215",B01765LZ,Canumay Br.,15,Concrete,Permanent,Year Known,"1952",Good,"2","0","1",9,"40",15,0,0,0.72,0.72,"2",0,Canal,Brgy. Canumay,Valenzuela City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02206LZ,"0","0",0,0,"retrofitted, fy 2018"
"53",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Baguio-Bontoc Rd,"41646",B03269LZ,Alab Br. 2,7,Concrete,Permanent,Year Known,"1972",Fair,"2","0","1",6.4,"8",0,0,0,0,0,"2",0.257143,River/Waterway (fresh water),Alab,Bontoc, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00504LZ,"0","204",8,0,Bridge was Extended with box culvert type in year 2007
"54",Luzon,Cordillera Administrative Region,Abra,Abra District Engineering Office,Abra (Lone District),Abra-Cervantes Rd,"11809",B04732LZ,Sadeg Br.,22,Bailey,Temporary,Year Known,"2003",Good,"2","0","1",9.75,"40",15,0,0,0,0,"2",0.012579,River/Waterway (fresh water),San Ramon,Manabo, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00603LZ,"0","0",5.05,0,Construction on-going
"55",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,Pasig City (Lone District),C-5 Road,"3729",B01894LZ,C.P. Garcia Br.,262,Concrete,Permanent,Year Known,"1998",Fair,"2","11","10",17,"30",20,0,0,1,1,"4",0.215686,River/Waterway (fresh water),Bagong Ilog,Pasig City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03904LZ,"0","11",11.9,5.5,bridge components needs painting to avoid further detoriation
"56",Luzon,Cordillera Administrative Region,Ifugao,Ifugao 1st District Engineering Office,Ifugao (Lone District),Banaue-Hungduan-Benguet Bdry Rd,"0",B02206LZ,Bokiawan Br.,32,Steel,Permanent,Year Known,"2000",Good,"2","0","1",9.85,"13",15,0,0,0,0,"2",0,River/Waterway (fresh water),Bokiawan,Hungduan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00498LZ,"0","0",18.7,0,Bridge superstructure was newly painted. Routine maintenance of the bridge superstructure is necessary.
"57",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Makati (Second District),Epifanio Delos Santos Ave (EDSA),"152",B03218LZ,Magallanes Flyover NB (Pasay-Cubao),352,Concrete,Permanent,Year Known,"1975",Fair,"2","14","15",12,"15",20,0,0,0,0,"2",0.032323,Canal,Tambo,Parañaque City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S03361LZ,"0","1",0,23.5,"Cracks surfacing after Earthquake,Repair of noted defects,Proposed for Strengthening"
"58",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Calanan-Pinukpuk Sect),"8200",B02113LZ,Gobgob Br.,7,Concrete,Permanent,Year Known,"1973",Fair,"2","0","1",8.8,"15",15,0,0,0.49,0.49,"2",0.037736,River/Waterway (fresh water),Gobgob,Tabuk, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S05934LZ,"0","222",3.35,0,Asphalt overlay to prevent deck from severe spalling
"59",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,"36655",B02258LZ,San Isidro Br. 1,9,Concrete,Permanent,Year Known,"2000",Fair,"2","0","1",8.98,"0",18,0,0,0.5,0.55,"2",0.037736,Not Specified,San Isidro,Luna, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00628LZ,"0","223",3.5,0,"asphalt overlay,epoxy on cracks @ deck slabs"
"60",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Itogon-Dalupirip-Sn Manuel Bdry Rd,"840",B02166LZ,Mambolo Br.,61,Concrete,Permanent,Year Known,"2004",Good,"2","2","3",10.4,"37",18,0,0,0.75,0.75,"2",0,River/Waterway (fresh water),Poblacion,Itogon, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00392LZ,"0","0",20.5,15.8,The bridge is in good condition in general but still needs routine maintenance to maintain its present condition.
"61",Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,Kalinga (Lone District),Kalinga-Abra Rd,"26941",B04383LZ,Matacob Br.,21,Concrete,Permanent,Year Known,"2011",Fair,"2","0","1",8.9,"41",20,0,0,0.85,0.84,"2",0.138365,River/Waterway (fresh water),Salegseg,Balbalan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00561LZ,"0","204",9.6,0,Major maintenance of bridge is included under GAA 2020
"62",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,City Of Marikina (First District),A Bonifacio Ave,"88",B01720LZ,Barangca Viaduct(Flyover),335,Concrete,Permanent,Year Known,"1980",Fair,"2","7","8",8.52,"30",20,0,0,1,1,"2",0.196491,Road,Barangka,Marikina City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S04519LZ,"0","59",12.2,0,needs immediate repair/rehabilitation of noted damages.
"63",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Gov. Bado  Dangwa National Rd,"11825",B00913LZ,Taba-ao Br.,10,Steel,Permanent,Year Known,"1973",Fair,"2","0","1",8.9,"0",15,0,0,0.45,0.45,"2",0.132075,River/Waterway (fresh water),Taba-Ao Creek,Kapangan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00399LZ,"0","0",8.2,0,Severe scaling was observed and needs sealant for expansion joint.
"64",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Makati (Second District),EDSA-Kalayaan-Fort Bonifacio Flyover (East Bound),"172",B02321LZ,EDSA-Kalayaan-Fort Bonifacio Flyover (EB) Buendia to Fort Bonifacio,1003,Concrete,Permanent,Year Known,"1998",Fair,"2","71","72",15.77,"15",0,0,0,0.5,0.5,"4",0.058788,Canal,Brgy.Urdaneta Village,Makati City,"23",GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S03470LZ,"0","191",0,74,"Proposed Major maintenance, Cleaning/Sweeping and Re-Painting of Bridge Components"
"65",Luzon,National Capital Region,Metro Manila,Quezon City 1st District Engineering Office,Quezon City (First District),Congressional Ave,"2855",B02344LZ,Culiat Br. 2 (WB),33,Concrete,Permanent,Year Known,"1948",Fair,"2","2","3",12.55,"0",10,0,0,0.37,1.6,"3",0.072464,River/Waterway (fresh water),Bahay Toro,Quezon City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S05266LZ,"0","129",7.52,0,Rusty rebars. Informal settler families residing under the bridge.
"66",Luzon,Cordillera Administrative Region,Mt.Province,Mountain Province 2nd District Engineering Office,Mountain Province (Lone District),Mt. Province-Ifugao Rd (Kiling-Paracelis Sect),"2098",B04298LZ,Killing Br.,11,Concrete,Permanent,Year Known,"2012",Good,"2","0","1",9.6,"44",0,0,4.65,1.12,1.12,"2",0.04717,Not Specified,Kiling,Paracelis, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00596LZ,"0","0",4.65,0,The deck slab should be mentained and scour protection.
"67",Luzon,Cordillera Administrative Region,Benguet,Benguet 1st District Engineering Office,Benguet (Lone District),Marcos Hi-way,"17470",B01359LZ,New Badiwan Br.,513,Concrete,Permanent,Year Known,"2000",Good,"2","12","13",11.3,"37",15,0,0,0.75,0.75,"2",0.030369,River/Waterway (fresh water),Poblacion,Tuba, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00395LZ,"0","208",21.6,16.55,The bridge is in good condition in general but still needs routine and minimal major maintenance to maintain its present condition.
"68",Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,Kalinga (Lone District),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd,"0",B04496LZ,Mamaga Br.,12,Concrete,Permanent,Year Known,"2015",Good,"2","0","1",7.7,"43",0,0,0,0.8,0.8,"2",0,River/Waterway (fresh water),Bugnay,Tinglayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S05932LZ,"0","204",2.22,0,"Existing bridge is a two lane, two way and one span RCDG"
"69",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,"5825",B04830LZ,Buyukan Br.,13,Concrete,Permanent,Year Known,"2017",Good,"2","0","1",9.51,"50",0,0,0,1.08,1.11,"2",0.041667,River/Waterway (fresh water),Ekb,Kabugao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00610LZ,"0","223",4,0,NEWLY CONSTRUCTED BRIDGE
"70",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Nambaran-Isabela Rd,"10392",B00988LZ,Pacak Br.,20,Concrete,Permanent,Year Known,"1973",Fair,"2","0","1",8.23,"25",15,0,0,0.44,0.44,"2",0.037736,River/Waterway (fresh water),Agbannawag,Tabuk, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00582LZ,"0","0",6.6,0,Asphalt overlay to protect deck from deterioration
"71",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,"2513",B02265LZ,Bagu Br.,19,Steel,Permanent,Year Known,"2006",Good,"2","0","1",9.68,"0",0,0,0,0.78,0.79,"2",0.037736,River/Waterway (fresh water),Bagu,Pudtol, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00628LZ,"0","223",5.96,0,CLEAN UNDER AND SIDE OF THE BRIDGE
"72",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (Fourth District),P Florentino,"623",B02266LZ,P. Florentino Br.,15,Concrete,Permanent,Year Known,"1975",Good,"2","0","1",13.6,"15",0,0,0,1.13,1.21,"2",0,Canal,473/475 Zone 47,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02420LZ,"0","0",0,0,Also painting bridge components
"73",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,City Of Mandaluyong (Lone District),New Panaderos Ext,"775",B01892LZ,Kalentong Br.,10,Concrete,Permanent,Year Known,"1976",Fair,"2","0","1",15.6,"30",20,0,0,1.5,1.5,"4",0.096154,River/Waterway (fresh water),Daang Bakal,Mandaluyong City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03947LZ,"0","0",4.7,0,deck need sweeping and cleaning. cracks and rebar exposure at the railings. need repair.
"74",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Ayaga-Sta. Marcela-Flora-Lasam Rd,"16643",B04307LZ,Malubibit Br.,9,Concrete,Permanent,Year Known,"1999",Fair,"2","0","1",9.82,"0",0,0,0,0,0,"2",0.056604,Not Specified,Malubibit,Flora, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00632LZ,"0","0",0,0,"asphalt overlay,epoxy on cracks at slab"
"75",Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,Kalinga (Lone District),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd,"15308",B00954LZ,Bonog Br.,52,Steel,Permanent,Year Known,"2006",Good,"2","0","1",11,"16",0,0,0,0,0,"2",0,River/Waterway (fresh water),Poblacion Tinglayan,Tinglayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S05932LZ,"0","204",12.5,0,"No major maintenance, rouitine only"
"76",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Kalinga-Cagayan Rd (Calanan-Enrile Section),"4518",B04716LZ,Baligatan Br.,15,Concrete,Permanent,1945-1970,"2016",Good,"2","0","1",18.3,"24",15,0,0,0.4,0.4,"4",0,River/Waterway (fresh water),Bulanao,Tabuk City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S00566LZ,"0","52",5,0,Asphalt overlay to prevent spalling on new widen bridge and protect expansion joint.
"77",Luzon,Cordillera Administrative Region,Benguet,Baguio City District Engineering Office,Baguio City (Lone District),Western Link Circumferential Rd,"2230",B04282LZ,Balacbac Br.,18,Concrete,Permanent,Year Known,"1973",Good,"2","0","1",9.5,"40",0,0,0,1.1,1.1,"2",0,River/Waterway (fresh water),Lower Balacbac,Baguio City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00527LZ,"0","233",11.3,0,"Routine Maintenance - Bridge Deck Cleaning, Painting of Concrete components and Repair  of Drainage Spout"
"78",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (Third District),Arlegui St,"989",B02622LZ,Arlegui Br. 2,12,Concrete,Permanent,Year Known,"1996",Fair,"2","0","1",13.56,"15",15,0,0,1.5,1.5,"2",0.072917,Canal,642 Zone 66,Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02242LZ,"0","0",0,0,"Cracks in Scour Protection Poor, in sidewalk left Fair needing repair"
"79",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Mt Prov-Cagayan via Tabuk-Enrile Rd,"26809",B04295LZ,Agodong Br.,22,Steel,Permanent,Year Known,"2013",Fair,"2","0","1",7.72,"44",15,0,11.2,0.82,0.8,"2",0.163522,Not Specified,Saclit,Sadanga, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00514LZ,"0","204",11.2,0,NEWLY CONSTRUCTED BRIDGE
"80",Luzon,Cordillera Administrative Region,Abra,Abra District Engineering Office,Abra (Lone District),Abra-Kalinga Rd,"17405",B02230LZ,Balais Br.,46,Concrete,Permanent,1945-1970,"1973",Good,"2","2","3",9.05,"40",15,0,0,0.75,0.75,"2",0,River/Waterway (fresh water),Balais,Lagangilang, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00592LZ,"0","204",9.65,7.7,Condition is Good.
"81",Luzon,National Capital Region,Metro Manila,Malabon-Navotas District Engineering Office,Navotas City (Lone District),R-10,"93",B04765LZ,R-10 Br. 3,107,Concrete,Permanent,Year Known,"1993",Poor,"2","4","5",17.1,"23",15,0,3.03,1,1,"4",0.232804,Sea (Exposed),Brgy. Bagumbayan South,Navotas City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S02683LZ,"0","120",5.55,3.03,Need for nstrengthening and retrofitting
"82",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Cong. Andres Acop Cosalan Rd,"8139",B02671LZ,Asinan Br.,22,Steel,Permanent,Year Known,"2003",Fair,"2","0","1",9.6,"32",15,0,0,0.8,0.8,"2",0.113208,River/Waterway (fresh water),Central Buguias,Buguias, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00381LZ,"0","207",13,0,Scaling was observed and needs sealant at expansion joint.
"83",Luzon,National Capital Region,Metro Manila,Metro Manila 2nd District Engineering Office,City Of Makati (First District),South Super Highway SB (Magallanes Flyover),"142",B02782LZ,Magallanes Flyover (Manila-Alabang),186,Steel,Permanent,Year Known,"1975",Good,"2","12","13",14,"20",0,0,0,0.6,0,"2",0.087791,Railway,Brgy Magallanes,Makati, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Primary,S04550LZ,"0","1",0,6.9,Regular Sweeping and Repainting of Bridge Structures
"84",Luzon,National Capital Region,Metro Manila,North Manila District Engineering Office,Manila City (First District),Rodriguez St,"240",B01793LZ,Rodriguez Br.,131,Concrete,Permanent,Year Known,"1975",Good,"2","2","3",11.2,"15",15,0,0,1.25,1.25,"2",0,River/Waterway (fresh water),Brgy. 129 Zone 11,City Of Manila, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S02382LZ,"0","0",0,4.2,No noted defects requiring major maintenance as of inspection date
"85",Luzon,Cordillera Administrative Region,Kalinga,Lower Kalinga District Engineering Office,Kalinga (Lone District),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd (Cagaluan-Calanan Sect),"9916",B02223LZ,Gapang Br.,31,Steel,Permanent,Year Known,"1975",Fair,"2","0","1",9.37,"15",15,0,0,0.65,0.65,"2",0.177778,River/Waterway (fresh water),Bagumbayan,Tabuk, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00602LZ,"0","222",8.8,0,Replace expansion joint.
"86",Luzon,Cordillera Administrative Region,Apayao,Apayao 2nd District Engineering Office,Apayao (Lone District),Kabugao-Pudtol-Luna-Cagayan Bdry Rd,"23145",B02260LZ,Pudtol Br.,25,Concrete,Permanent,Year Known,"1970",Fair,"2","1","2",8.73,"0",0,0,0,0.53,0.53,"2",0.088235,River/Waterway (fresh water),Emilia,Pudtol, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00628LZ,"0","223",7.11,4.45,REPAIR PIER FOOTING
"87",Luzon,National Capital Region,Metro Manila,Metro Manila 1st District Engineering Office,Taguig City (First District),Pateros-McKinley Rd,"34",B01843LZ,Pateros Br.,40,Concrete,Permanent,Year Known,"2006",Fair,"2","2","3",17.92,"25",20,0,0,1.2,1.2,"4",0.258953,River/Waterway (fresh water),Poblacion,Pateros, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S03971LZ,"0","0",4,5.2,Cleaning of bridge waterways is badly needed due to stagnan garbage and water lilys
"88",Luzon,Cordillera Administrative Region,Kalinga,Upper Kalinga District Engineering Office,Kalinga (Lone District),Mt Province Bdry-Calanan-Pinukpuk-Abbut Rd,"4372",B00951LZ,Makilo Br.,15,Bailey,Temporary,Year Known,"1969",Fair,"2","0","1",0,"1",0,0,0,0,0,"1",0.062893,River/Waterway (fresh water),Bugnay,Tinglayan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S05932LZ,"0","204",17.6,0,Existing bridge is a temporary bailey bridge
"89",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Apayao-Ilocos Norte Rd,"0",B05003LZ,Dibagat Br.,20,Concrete,Permanent,Year Known,"2019",Good,"2","0","1",9.5,"0",18,0,0,1.1,1.1,"2",0,River/Waterway (fresh water),Dibagat,Labugao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00622LZ,"0","0",10,0,NEW BRIDGE
"90",Luzon,Cordillera Administrative Region,Ifugao,Ifugao 2nd District Engineering Office,Ifugao (Lone District),Jct Potia-Mt Province Bdry Rd,"20792",B02216LZ,Kiling Br.,17,Concrete,Permanent,Year Known,"1972",Good,"2","0","1",8.92,"22",15,0,0,0.76,0.78,"2",0,River/Waterway (fresh water),Kiling,Alfonso Lista, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00488LZ,"0","0",5.26,0,Routinary Maintenance of Bridge is Recommended if needed. Asphalt overlay was completed.
"91",Luzon,National Capital Region,Metro Manila,Metro Manila 3rd District Engineering Office,Valenzuela City (First District),Polo-Novaliches Rd,"3377",B01784LZ,Malinta Interchange Br. (Left),60,Concrete,Permanent,Year Known,"1965",Good,"2","3","4",11.51,"40",0,0,0,1.4,0.48,"2",0,Road,Paso De Blas,Valenzuela City, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S02222LZ,"0","118",0,5.26,newly retrofitted fy 2016
"92",Luzon,Cordillera Administrative Region,Mt.Province,Mt. Province District Engineering Office,Mountain Province (Lone District),Mt Prov-Ilocos Sur via Tue Rd,"26377",B00937LZ,Kapayawan Br.,6,Concrete,Permanent,Year Known,"1972",Fair,"2","0","1",11.7,"9",0,0,0,0,0,"2",0.113208,River/Waterway (fresh water),Otucan,Bauko, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00530LZ,"0","205",3.8,0,BRIDGE WAS STRENGTHENED ON 2013.
"93",Luzon,Cordillera Administrative Region,Benguet,Benguet 2nd District Engineering Office,Benguet (Lone District),Gov. Bado  Dangwa National Rd,"6152",B00912LZ,Lomon Br.,13,Concrete,Permanent,Year Known,"1973",Fair,"2","0","1",9,"0",15,0,0,0.47,0.47,"2",0.132075,River/Waterway (fresh water),Paynek,Kapangan, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Tertiary,S00399LZ,"0","0",9.8,0,Scaling was observed and needs sealant for expansion joint.
"94",Luzon,Cordillera Administrative Region,Apayao,Apayao 1st District Engineering Office,Apayao (Lone District),Conner-Kabugao Rd,"2777",B02248LZ,Guimitan Br.,8,Concrete,Permanent,Year Known,"1999",Good,"2","0","1",8.9,"15",15,0,0,0.44,0.45,"2",0.018868,River/Waterway (fresh water),Lenneng,Kabugao, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00618LZ,"0","222",5.4,0,"Minor repair on concrete structure, Seal cracks with epoxy"
"95",Luzon,Cordillera Administrative Region,Ifugao,Ifugao 2nd District Engineering Office,Ifugao (Lone District),Banaue-Mayoyao-A Lista-Isabela Bdry Rd,"75595",B02211LZ,Mapacopaco Br.,57,Concrete,Permanent,Year Known,"1994",Good,"2","2","3",9.6,"22",15,0,0,1.12,1.12,"2",0,River/Waterway (fresh water),Mapacopaco,Aguinaldo, ,GISADMIN,2021/02/19 11:50:43,GISADMIN,2021/02/19 11:50:43,Secondary,S00480LZ,"0","224",8.8,8,Asphalt Overlay were undertaken funded under GAA FY 2017.
